worker_id,plan_tier,weekly_premium,policy_status,eligibility_flag,events_used,events_remaining,renewal_count,trigger_value,claim_auto_created,claim_valid_flag,payout_amount,income_loss,gps_lat,gps_lng,gps_tower_delta,accelerometer_variance,claim_response_time_sec,app_interaction_count,fraud_score,fraud_flag,days_active,payout_status_encoded,experience_level,shift_hours,fraud_risk_score,kyc_verified,bank_verified
6,3,79,0,1,6,24,2,33.4,0,1,0.0,863.9,18.575712,73.739158,38.1,78.986,1074.5,40,0.8663,1,199,2,9.7,3.5,0.0382,1,1
6,3,79,0,1,7,23,2,0.0,1,1,699.0,358.1,18.825282,73.925631,278.3,27.614,117.2,37,0.1725,0,199,0,9.7,3.5,0.0382,1,1
6,3,79,0,1,8,22,2,31.1,1,1,0.0,60.4,18.377285,73.879663,297.4,19.28,374.6,2,0.1114,0,199,1,9.7,3.5,0.0382,1,1
6,3,79,0,1,9,21,2,26.8,1,1,658.4,276.8,18.556356,73.973897,42.0,8.041,483.1,25,0.038,0,199,0,9.7,3.5,0.0382,1,1
6,3,79,0,1,10,20,2,44.6,1,1,238.1,36.8,18.549392,73.784264,198.0,16.112,895.5,48,0.0674,0,199,0,9.7,3.5,0.0382,1,1
6,3,79,0,1,11,19,2,35.4,1,1,671.2,302.4,18.575053,73.829262,2.6,52.227,112.9,38,0.3555,0,199,0,9.7,3.5,0.0382,1,1
6,3,79,0,1,12,18,2,4.0,0,1,0.0,409.0,18.574429,73.954883,84.2,30.107,1104.3,21,0.4501,0,199,4,9.7,3.5,0.0382,1,1
6,3,79,0,1,13,17,2,20.6,1,1,0.0,130.5,18.439149,73.937013,81.7,52.137,52.0,4,0.7399,1,199,2,9.7,3.5,0.0382,1,1
6,3,79,0,1,14,16,2,34.3,0,1,617.2,194.5,18.620809,73.967867,13.9,32.749,182.7,13,0.01,0,199,0,9.7,3.5,0.0382,1,1
6,3,79,0,1,15,15,2,38.1,0,1,0.0,326.5,18.499536,73.66773,254.0,24.934,264.1,21,0.1065,0,199,4,9.7,3.5,0.0382,1,1
7,2,129,1,0,1,29,3,6.1,0,1,313.4,555.9,26.8986,75.818159,502.3,66.851,1054.6,24,0.642,1,199,3,4.2,8.2,0.5732,0,0
7,2,129,1,0,2,28,3,40.9,1,1,0.0,153.9,27.063145,75.834766,515.1,78.515,445.1,20,0.4908,0,199,1,4.2,8.2,0.5732,0,0
7,2,129,1,0,3,27,3,43.7,0,1,0.0,206.3,26.901683,75.621156,416.5,78.486,556.4,49,0.2671,0,199,1,4.2,8.2,0.5732,0,0
7,2,129,1,0,4,26,3,370.0,0,1,1321.2,742.4,26.892378,75.693389,443.4,54.4,818.2,48,0.5192,0,199,0,4.2,8.2,0.5732,0,0
7,2,129,1,1,5,25,3,43.7,0,1,0.0,415.0,26.924146,75.830953,440.1,37.159,104.2,11,0.2956,0,199,4,4.2,8.2,0.5732,0,0
7,2,129,1,0,6,24,3,9.6,0,1,1020.0,140.0,26.890059,75.768645,629.5,38.913,756.0,27,0.3843,0,199,0,4.2,8.2,0.5732,0,0
7,2,129,1,0,7,23,3,6.6,1,1,0.0,65.9,26.86883,75.86345,371.6,5.182,861.9,31,0.1705,0,199,4,4.2,8.2,0.5732,0,0
7,2,129,1,0,8,22,3,45.1,1,1,1116.5,333.1,26.859384,75.715123,626.9,5.929,1065.3,59,0.4071,0,199,0,4.2,8.2,0.5732,0,0
7,2,129,1,0,9,21,3,259.0,1,1,0.0,113.3,26.838693,75.580652,456.0,47.011,1066.7,32,0.2719,0,199,4,4.2,8.2,0.5732,0,0
7,2,129,1,0,10,20,3,283.0,1,1,0.0,1168.4,26.876874,75.739548,657.9,28.834,648.4,32,0.432,0,199,1,4.2,8.2,0.5732,0,0
8,3,79,0,1,1,29,3,41.1,1,1,670.6,301.2,13.182428,80.371921,0.2,30.691,1179.6,15,0.5014,0,199,0,0.2,11.7,0.5262,1,0
8,3,79,0,1,2,28,3,33.6,1,1,636.0,231.9,12.999504,80.353695,50.0,76.767,886.0,1,0.01,0,199,0,0.2,11.7,0.5262,1,0
8,3,79,0,1,3,27,3,42.2,1,1,758.8,477.5,13.04426,80.304508,29.1,32.01,691.3,35,0.1813,0,199,0,0.2,11.7,0.5262,1,0
8,3,79,0,1,4,26,3,26.6,1,1,158.7,114.1,12.934334,80.3294,60.7,8.834,661.6,18,0.6927,1,199,3,0.2,11.7,0.5262,1,0
8,3,79,0,1,5,25,3,40.9,0,1,578.9,117.8,13.0448,80.173708,18.9,6.799,153.1,41,0.1384,0,199,0,0.2,11.7,0.5262,1,0
8,3,79,0,1,6,24,3,37.4,1,1,621.5,202.9,12.894308,80.346056,53.7,58.606,1181.0,58,0.0813,0,199,0,0.2,11.7,0.5262,1,0
8,3,79,0,1,7,23,3,47.1,0,1,109.5,502.6,13.11245,80.170882,37.2,29.673,433.2,44,0.7114,1,199,3,0.2,11.7,0.5262,1,0
8,3,79,0,1,8,22,3,23.0,0,1,0.0,115.1,13.272497,80.282297,36.6,38.721,455.4,55,0.1009,0,199,1,0.2,11.7,0.5262,1,0
8,3,79,0,1,9,21,3,57.1,1,1,0.0,204.7,13.1535,80.3136,87.5,55.874,52.1,59,0.1876,0,199,4,0.2,11.7,0.5262,1,0
8,3,79,0,1,10,20,3,4.1,0,1,0.0,280.3,13.160796,80.306935,61.4,11.763,99.0,37,0.1441,0,199,1,0.2,11.7,0.5262,1,0
8,3,79,0,1,11,19,3,32.2,0,1,0.0,416.9,13.084497,80.230272,42.5,49.589,550.8,5,0.1628,0,199,1,0.2,11.7,0.5262,1,0
8,3,79,0,1,12,18,3,39.3,0,1,619.6,199.2,13.071722,80.435896,88.5,40.254,539.1,43,0.4051,0,199,0,0.2,11.7,0.5262,1,0
8,3,79,0,1,13,17,3,37.0,1,1,0.0,75.4,13.002332,80.274107,29.1,43.539,430.8,26,0.646,1,199,2,0.2,11.7,0.5262,1,0
8,3,79,0,1,14,16,3,38.3,0,1,0.0,127.6,13.312169,80.159292,80.6,53.094,100.1,17,0.6385,1,199,2,0.2,11.7,0.5262,1,0
9,3,79,0,1,1,29,4,38.0,0,1,662.6,285.2,19.249586,72.844047,51.2,79.991,569.7,33,0.1066,0,199,0,0.1,7.3,0.746,1,0
9,3,79,0,1,2,28,4,82.2,1,1,0.0,403.7,19.089896,72.959602,176.2,49.098,524.1,23,0.715,1,199,1,0.1,7.3,0.746,1,0
9,3,79,0,1,3,27,4,1.0,0,1,0.0,292.0,19.156757,72.814066,52.8,64.737,597.0,10,0.0355,0,199,4,0.1,7.3,0.746,1,0
9,3,79,0,1,4,26,4,69.9,1,1,609.9,179.8,19.045729,72.952212,40.1,9.355,458.9,42,0.071,0,199,0,0.1,7.3,0.746,1,0
9,3,79,0,1,5,25,4,40.3,1,1,727.2,414.4,18.951243,72.798123,26.2,62.084,840.6,42,0.1129,0,199,0,0.1,7.3,0.746,1,0
9,3,79,0,1,6,24,4,25.9,0,1,0.0,167.9,19.19515,72.919133,39.5,11.657,540.2,59,0.0304,0,199,1,0.1,7.3,0.746,1,0
9,3,79,0,1,7,23,4,27.4,0,1,0.0,232.2,18.943684,72.745926,86.5,18.53,415.9,38,0.095,0,199,4,0.1,7.3,0.746,1,0
9,3,79,0,1,8,22,4,31.9,1,1,687.5,334.9,18.944618,72.658682,84.0,64.274,177.0,23,0.1177,0,199,0,0.1,7.3,0.746,1,0
9,3,79,0,1,9,21,4,47.5,1,1,644.5,249.1,19.14631,72.77704,31.3,14.677,265.9,7,0.1249,0,199,0,0.1,7.3,0.746,1,0
9,3,79,0,1,10,20,4,40.7,1,1,573.0,105.9,19.186127,73.118924,27.9,4.448,1069.6,37,0.01,0,199,0,0.1,7.3,0.746,1,0
9,3,79,0,1,11,19,4,1.0,1,1,0.0,134.9,19.174121,73.000096,298.9,40.888,678.0,10,0.1508,0,199,4,0.1,7.3,0.746,1,0
9,3,79,0,1,12,18,4,38.7,1,1,0.0,167.8,19.244971,72.856255,247.3,23.711,522.0,15,0.1743,0,199,4,0.1,7.3,0.746,1,0
9,3,79,0,1,13,17,4,57.4,0,1,598.3,156.6,19.050467,73.058296,74.2,50.29,516.1,5,0.09,0,199,0,0.1,7.3,0.746,1,0
9,3,79,0,1,14,16,4,17.4,0,1,682.6,325.3,19.135087,72.99831,72.5,37.974,833.7,6,0.1593,0,199,0,0.1,7.3,0.746,1,0
9,3,79,0,1,15,15,4,24.7,1,1,598.3,156.6,19.041459,72.937385,53.3,79.75,238.0,2,0.094,0,199,0,0.1,7.3,0.746,1,0
10,3,79,0,1,1,29,4,26.6,0,1,604.0,168.0,12.892665,77.577463,44.7,48.125,1098.4,53,0.01,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,2,28,4,214.0,0,1,0.0,1148.5,12.987927,77.706559,26.1,18.968,382.1,48,0.9007,1,199,2,0.2,4.6,0.2111,1,1
10,3,79,0,1,3,27,4,32.2,1,1,711.2,382.5,12.888434,77.83265,39.2,18.394,360.1,52,0.3205,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,4,26,4,1.0,1,1,939.9,839.7,12.870342,77.596825,72.9,2.865,798.8,5,0.1002,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,5,25,4,1.0,0,1,309.7,375.6,12.881188,77.51372,39.2,36.432,859.5,49,0.048,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,6,24,4,27.1,0,1,716.0,391.9,12.993454,77.545302,35.9,60.811,976.1,13,0.0809,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,7,23,4,47.5,1,1,0.0,336.0,13.066401,77.660681,49.7,72.21,449.0,53,0.01,0,199,4,0.2,4.6,0.2111,1,1
10,3,79,0,1,8,22,4,1.0,1,1,905.4,770.8,13.082958,77.509596,198.5,78.161,34.4,52,0.1588,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,9,21,4,36.2,0,1,669.1,298.3,12.954606,77.531402,200.9,45.082,755.6,18,0.3387,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,10,20,4,30.0,1,1,817.2,594.4,13.29564,77.577174,15.9,25.83,655.4,35,0.01,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,11,19,4,30.8,1,1,0.0,470.3,13.085318,77.684463,63.7,3.222,560.8,57,0.0718,0,199,4,0.2,4.6,0.2111,1,1
10,3,79,0,1,12,18,4,41.2,0,1,0.0,305.4,12.981123,77.481546,38.4,2.038,987.8,50,0.1349,0,199,4,0.2,4.6,0.2111,1,1
10,3,79,0,1,13,17,4,1.0,0,1,702.5,365.0,12.912829,77.454258,293.3,35.675,466.6,21,0.2332,0,199,0,0.2,4.6,0.2111,1,1
10,3,79,0,1,14,16,4,6.5,0,1,267.1,364.0,12.872791,77.648527,77.5,63.331,1091.1,39,0.4297,0,199,0,0.2,4.6,0.2111,1,1
11,0,49,2,0,1,29,1,269.0,1,1,506.7,453.4,27.030509,75.755438,479.9,34.069,721.6,28,0.2975,0,199,0,4.4,8.2,0.094,1,1
11,0,49,2,0,2,28,1,4.3,1,1,0.0,170.5,26.826607,75.792481,1078.3,20.654,190.8,18,0.8811,1,199,2,4.4,8.2,0.094,1,1
11,0,49,2,0,3,27,1,298.0,0,1,0.0,514.0,26.867348,75.772106,411.3,17.34,671.4,6,0.3919,0,199,3,4.4,8.2,0.094,1,1
11,0,49,2,0,4,26,1,17.6,1,1,0.0,393.1,27.009508,75.798568,1062.9,26.984,389.5,9,0.9562,1,199,2,4.4,8.2,0.094,1,1
11,0,49,2,1,5,25,1,236.0,0,1,0.0,609.9,26.825195,75.860589,616.0,67.368,429.0,36,0.6897,1,199,2,4.4,8.2,0.094,1,1
11,0,49,2,0,6,24,1,42.2,1,1,419.4,278.7,27.028577,75.667689,1136.5,27.486,464.0,31,0.5513,0,199,0,4.4,8.2,0.094,1,1
11,0,49,2,0,7,23,1,1.0,0,1,571.3,582.6,26.926153,75.685297,687.4,10.558,45.4,45,0.2924,0,199,0,4.4,8.2,0.094,1,1
11,0,49,2,0,8,22,1,1.0,0,1,481.5,403.0,26.849233,75.651195,946.8,37.91,401.9,25,0.5552,0,199,0,4.4,8.2,0.094,1,1
11,0,49,2,0,9,21,1,310.0,0,1,350.4,140.7,27.003303,76.001959,851.7,37.584,778.7,38,0.5451,0,199,0,4.4,8.2,0.094,1,1
11,0,49,2,0,10,20,1,9.7,0,1,436.4,312.9,26.879876,75.754396,906.8,39.232,1158.7,21,0.3307,0,199,0,4.4,8.2,0.094,1,1
11,0,49,2,0,11,19,1,1.0,0,1,356.6,153.3,26.89962,75.820627,481.1,48.079,255.9,42,0.4506,0,199,0,4.4,8.2,0.094,1,1
11,0,49,2,0,12,18,1,7.5,1,1,476.7,393.4,27.089754,75.720606,659.4,8.248,705.9,12,0.3455,0,199,0,4.4,8.2,0.094,1,1
12,3,79,0,1,1,29,2,26.2,1,1,914.1,788.2,13.170352,80.105478,89.5,55.695,760.9,56,0.0389,0,199,0,9.2,5.1,0.2146,1,1
12,3,79,0,1,2,28,2,1.0,0,1,0.0,877.3,13.074271,80.255553,234.6,49.16,724.3,7,0.8931,1,199,1,9.2,5.1,0.2146,1,1
12,3,79,0,1,3,27,2,20.2,0,1,0.0,596.9,12.99732,80.280374,229.7,28.735,1035.3,9,0.3998,0,199,3,9.2,5.1,0.2146,1,1
12,3,79,0,1,4,26,2,36.9,1,1,0.0,1040.2,13.219822,80.291036,77.3,35.55,760.3,19,0.01,0,199,4,9.2,5.1,0.2146,1,1
12,3,79,0,1,5,25,2,27.9,1,1,1199.0,1358.1,13.279623,80.263741,66.7,9.631,95.0,4,0.0659,0,199,0,9.2,5.1,0.2146,1,1
12,3,79,0,1,6,24,2,47.0,1,1,1248.4,1456.8,13.038106,80.066181,59.0,35.743,984.0,31,0.0572,0,199,0,9.2,5.1,0.2146,1,1
12,3,79,0,1,7,23,2,7.4,1,1,1023.5,1007.0,13.149307,80.338903,31.9,77.76,1037.8,7,0.01,0,199,0,9.2,5.1,0.2146,1,1
12,3,79,0,1,8,22,2,39.0,1,1,644.9,249.8,13.286025,80.252375,3.1,16.702,855.6,21,0.01,0,199,0,9.2,5.1,0.2146,1,1
12,3,79,0,1,9,21,2,1.0,0,1,181.9,909.0,13.190384,80.366854,50.2,11.939,858.2,47,0.0508,0,199,0,9.2,5.1,0.2146,1,1
